dimension,index,indicator,source_desc,statisticcat_desc,domaincat_desc,short_desc,commodity_desc,note,metric,variable_name,definition,axis_name,units
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Tobacco air cured light southern md belt type 32 yield,yieldTobaccoAirCuredLightSouthernMdBeltType32,Tobacco air cured light southern md belt type 32 yield measured in lb acre,yieldTobaccoAirCuredLightSouthernMdBeltType32,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Tobacco cigar filler pa seed leaf type 41 yield,yieldTobaccoCigarFillerPaSeedLeafType41,Tobacco cigar filler pa seed leaf type 41 yield measured in lb acre,yieldTobaccoCigarFillerPaSeedLeafType41,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops ahtanum r ycr 1 yield,yieldHopsAhtanumRYcr1,Hops ahtanum r ycr 1 yield measured in lb acre,yieldHopsAhtanumRYcr1,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops bitter gold yield,yieldHopsBitterGold,Hops bitter gold yield measured in lb acre,yieldHopsBitterGold,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops delta tm yield,yieldHopsDeltaTm,Hops delta tm yield measured in lb acre,yieldHopsDeltaTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops glacier yield,yieldHopsGlacier,Hops glacier yield measured in lb acre,yieldHopsGlacier,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops hbc 682 yield,yieldHopsHbc682,Hops hbc 682 yield measured in lb acre,yieldHopsHbc682,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops horizon yield,yieldHopsHorizon,Hops horizon yield measured in lb acre,yieldHopsHorizon,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops lemondrop tm yield,yieldHopsLemondropTm,Hops lemondrop tm yield measured in lb acre,yieldHopsLemondropTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops loral r hbc 291 yield,yieldHopsLoralRHbc291,Hops loral r hbc 291 yield measured in lb acre,yieldHopsLoralRHbc291,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops millenium yield,yieldHopsMillenium,Hops millenium yield measured in lb acre,yieldHopsMillenium,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops summit tm yield,yieldHopsSummitTm,Hops summit tm yield measured in lb acre,yieldHopsSummitTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops vanguard yield,yieldHopsVanguard,Hops vanguard yield measured in lb acre,yieldHopsVanguard,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Hops warrior r ycr 5 yield,yieldHopsWarriorRYcr5,Hops warrior r ycr 5 yield measured in lb acre,yieldHopsWarriorRYcr5,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Mint spearmint native oil yield,yieldMintSpearmintNativeOil,Mint spearmint native oil yield measured in lb acre,yieldMintSpearmintNativeOil,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Mint spearmint scotch oil yield,yieldMintSpearmintScotchOil,Mint spearmint scotch oil yield measured in lb acre,yieldMintSpearmintScotchOil,lb/acre
production,production margins,yield,SURVEY,YIELD,,,,take all statisticcat_desc yield,Grapes juice type yield,yieldGrapesJuiceType,Grapes juice type yield measured in tons acre,yieldGrapesJuiceType,tons/acre
social,food and farmworker diversity,age diversity,CENSUS,,,"PRODUCERS - AGE, AVG, MEASURED IN YEARS",PRODUCERS,,Mean producer age,ageProducers,Mean producer age,NA,ratio
social,food and farmworker diversity,age diversity,CENSUS,,,"PRODUCERS, AGE LT 25 - NUMBER OF PRODUCERS",PRODUCERS,,Number of producers less than 25yo,nProducersLT25,Number of producers less than 25yo,NA,count
social,food and farmworker diversity,age diversity,CENSUS,,,"PRODUCERS, AGE 25 TO 34 - NUMBER OF PRODUCERS",PRODUCERS,,Number of producers 25 to 34yo,nProducers25to34,Number of producers 25 to 34yo,NA,count
social,food and farmworker diversity,age diversity,CENSUS,,,"PRODUCERS, AGE 35 TO 44 - NUMBER OF PRODUCERS",PRODUCERS,,Number of producers 35 to 44yo,nProducers35to44,Number of producers 35 to 44yo,NA,count
social,food and farmworker diversity,age diversity,CENSUS,,,"PRODUCERS, AGE 45 TO 54 - NUMBER OF PRODUCERS",PRODUCERS,,Number of producers 45 to 54yo,nProducers45to54,Number of producers 45 to 54yo,NA,count
social,food and farmworker diversity,age diversity,CENSUS,,,"PRODUCERS, AGE 55 TO 64 - NUMBER OF PRODUCERS",PRODUCERS,,Number of producers 55 to 64yo,nProducers55to64,Number of producers 55 to 64yo,NA,count
social,food and farmworker diversity,age diversity,CENSUS,,,"PRODUCERS, AGE 65 TO 74 - NUMBER OF PRODUCERS",PRODUCERS,,Number of producers 65 to 74yo,nProducers65to74,Number of producers 65 to 74yo,NA,count
social,food and farmworker diversity,age diversity,CENSUS,,,"PRODUCERS, AGE GE 75 - NUMBER OF PRODUCERS",PRODUCERS,,Number of producers over 75yo,nProducersGT75,Number of producers over 75yo,NA,count
social,food and farmworker diversity,age diversity,CENSUS,,,derived,,,Producer age diversity,producerAgeDiversity,Shannon index of NASS producer age groups. Larger numbers are more diverse,NA,index
social,food and farmworker diversity,age diversity,CENSUS,,,derived,,,Producer age skew,producerAgeSkew,Skew of NASS produer age groups,NA,index
social,food and farmworker diversity,gender diversity,CENSUS,,,derived,,,Ratio of female to male producers,ftmProdRatio,Ratio of female to male producers,NA,age
social,food and farmworker diversity,racial diversity,CENSUS,,,"PRODUCERS, AMERICAN INDIAN OR ALASKA NATIVE - NUMBER OF PRODUCERS",PRODUCERS,,Number of American Indian producers,nAmInProducers,Number of American Indian producers,NA,count
social,food and farmworker diversity,racial diversity,CENSUS,,,"PRODUCERS, ASIAN - NUMBER OF PRODUCERS",PRODUCERS,,Number of Asian producers,nAsianProducers,Number of Asian producers,NA,count
social,food and farmworker diversity,racial diversity,CENSUS,,,"PRODUCERS, BLACK OR AFRICAN AMERICAN - NUMBER OF PRODUCERS",PRODUCERS,,Number of Black producers,nBlackProducers,Number of Black producers,NA,count
social,food and farmworker diversity,gender diversity,CENSUS,,,"PRODUCERS, (ALL), FEMALE - NUMBER OF PRODUCERS",PRODUCERS,,Number of female producers,nFemProducers,Number of female producers,NA,count
social,food and farmworker diversity,racial diversity,CENSUS,,,"PRODUCERS, HISPANIC - NUMBER OF PRODUCERS",PRODUCERS,,Number of Hispanic producers,nHispProducers,Number of Hispanic producers,NA,count
social,food and farmworker diversity,gender diversity,CENSUS,,,"PRODUCERS, (ALL), MALE - NUMBER OF PRODUCERS",PRODUCERS,,Number of male producers,nMaleProducers,Number of male producers,NA,count
social,food and farmworker diversity,racial diversity,CENSUS,,,"PRODUCERS, NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER - NUMBER OF PRODUCERS",PRODUCERS,,Number of Native Hawaiian or Pacific Islander producers,nNaHaProducers,Number of Native Hawaiian or Pacific Islander producers,NA,count
social,food and farmworker diversity,racial diversity,CENSUS,,,"PRODUCERS, WHITE - NUMBER OF PRODUCERS",PRODUCERS,,Number of White producers,nWhiteProducers,Number of White producers,NA,count
social,food and farmworker diversity,racial diversity,CENSUS,,,derived,,,Racial diversity of producers,producerRacialDiversity,Shannon index of NASS producer race statistics,NA,index
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",PRACTICES,,Operations practicing alley cropping or silvapasture,alleyCropSilvapastureNOps,Operations practicing alley cropping or silvapasture,alleyCropSilvapastureNOps,count
social,stewardship participation,conservation program,CENSUS,,,"ENERGY, RENEWABLE, BIODIESEL SYSTEMS - NUMBER OF OPERATIONS",ENERGY,,Number of operations with biodiesel energy,biodieselNOps,Number of operations with biodiesel energy,biodieselNOps,count
social,stewardship participation,conservation program,CENSUS,,,"ENERGY, RENEWABLE, HARVEST BIOMASS FOR PRODUCTION - NUMBER OF OPERATIONS",ENERGY,,Number of operations harvesting biomass for energy,biomassHarvestNOps,Number of operations harvesting biomass for energy,biomassHarvestNOps,count
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CONSERVATION EASEMENT - ACRES",PRACTICES,,Acres under conservation easements,consEasementAcres,Acres under conservation easements,consEasementAcres,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION",PRACTICES,,Acres under conservation easement per operation,consEasementAcresPF,Acres under conservation easement per operation,consEasementAcresPF,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",PRACTICES,,Operations with conservation easements,consEasementNOps,Operations with conservation easements,consEasementNOps,count
social,stewardship participation,conservation program,CENSUS,,,"GOVT PROGRAMS, FEDERAL, CONSERVATION & WETLANDS - OPERATIONS WITH RECEIPTS",PRACTICES,,Operations with conservation income,consIncomeNOps,Operations with conservation income,consIncomeNOps,count
social,stewardship participation,conservation program,CENSUS,,,"GOVT PROGRAMS, FEDERAL, CONSERVATION & WETLANDS - RECEIPTS, MEASURED IN $ / OPERATION",PRACTICES,,Conservation income per operation,consIncomePF,Conservation income per operation,consIncomePF,usd / operation
social,stewardship participation,conservation program,CENSUS,,,"GOVT PROGRAMS, FEDERAL, CONSERVATION & WETLANDS - RECEIPTS, MEASURED IN $",PRACTICES,,Total conservation income,consIncomeTotal,Total conservation income,consIncomeTotal,usd
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - ACRES",PRACTICES,,"Conservation tillage acres, excluding no-till",consTillExclNoTillAcres,"Conservation tillage acres, excluding no-till",consTillExclNoTillAcres,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION",PRACTICES,,"Conservation tillage acres, excluding no-till, per operation",consTillExclNoTillAcresPF,"Conservation tillage acres, excluding no-till, per operation",consTillExclNoTillAcresPF,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",PRACTICES,,"Operations with conservation tillage, excluding no-till",consTillExclNoTillNOps,"Operations with conservation tillage, excluding no-till",consTillExclNoTillNOps,count
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",PRACTICES,,"Conservation tillage, no-till acres",consTillNoTillAcres,"Conservation tillage, no-till acres",consTillNoTillAcres,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION",PRACTICES,,"Conservation tillage, no-till acres per operation",consTillNoTillAcresPF,"Conservation tillage, no-till acres per operation",consTillNoTillAcresPF,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",PRACTICES,,"Conservation tillage, no-till, operations",consTillNoTillNOps,"Conservation tillage, no-till, operations",consTillNoTillNOps,count
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - ACRES",PRACTICES,,"Cover crop practices, excluding CRP, acres",coverCropExclCrpAcres,"Cover crop practices, excluding CRP, acres",coverCropExclCrpAcres,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION",PRACTICES,,"Cover crop practices, excluding CRP, acres per operation",coverCropExclCrpAcresPF,"Cover crop practices, excluding CRP, acres per operation",coverCropExclCrpAcresPF,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",PRACTICES,,"Cover crop practices, excluding CRP, operations",coverCropExclCrpNOps,"Cover crop practices, excluding CRP, operations",coverCropExclCrpNOps,count
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - ACRES",PRACTICES,,Acres drained by ditches,drainedDitchesAcres,Acres drained by ditches,drainedDitchesAcres,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - AREA, MEASURED IN ACRES / OPERATION",PRACTICES,,Acres drained by ditches per farm,drainedDitchesAcresPF,Acres drained by ditches per farm,drainedDitchesAcresPF,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",PRACTICES,,Operations with drained acres by tile,drainedDitchesNOps,Operations with drained acres by tile,drainedDitchesNOps,count
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, DRAINED BY TILE - ACRES",PRACTICES,,Acres drained by tile,drainedTileAcres,Acres drained by tile,drainedTileAcres,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, DRAINED BY TILE - AREA, MEASURED IN ACRES / OPERATION",PRACTICES,,Acres drained by tile per operation,drainedTileAcresPF,Acres drained by tile per operation,drainedTileAcresPF,acres
social,stewardship participation,conservation program,CENSUS,,,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",PRACTICES,,Operations with acres drained by tile,drainedTileNOps,Operations with acres drained by tile,drainedTileNOps,count
production,production margins,production inputs,CENSUS,,,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN PCT OF OPERATING EXPENSES",FERTILIZER TOTALS,,Fertilizer expenses as a percentage of operations expenses,fertExpensePercOpExp,Fertilizer expenses as a percentage of operations expenses,fertExpensePercOpExp,usd
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"ENERGY, RENEWABLE, GEOEXCHANGE SYSTEMS - NUMBER OF OPERATIONS",ENERGY,,Operations using geoexchange,geoexchangeNOps,Operations using geoexchange,geoexchangeNOps,count
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"ENERGY, RENEWABLE, METHANE DIGESTERS - OPERATIONS WITH DEVICES",ENERGY,,Operations using methane energy,methaneNOps,Operations using methane energy,methaneNOps,count
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"ENERGY, RENEWABLE, OTHER SYSTEMS - NUMBER OF OPERATIONS",ENERGY,,Operations using other renewable energy,otherRenewableNOps,Operations using other renewable energy,otherRenewableNOps,count
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"ENERGY, RENEWABLE - NUMBER OF OPERATIONS",ENERGY,,Operations using any renewable energy,renewableNOps,Operations using any renewable energy,renewableNOps,count
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",PRACTICES,,Operations using rotational or intensive grazing,rotateIntenseGrazeNOps,Operations using rotational or intensive grazing,rotateIntenseGrazeNOps,count
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"ENERGY, RENEWABLE, SMALL HYDRO SYSTEMS - NUMBER OF OPERATIONS",ENERGY,,Operations using small hydro energy,smallHydroNOps,Operations using small hydro energy,smallHydroNOps,count
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"ENERGY, RENEWABLE, SOLAR PANELS - OPERATIONS WITH DEVICES",ENERGY,,Operations with solar power,solarNOps,Operations with solar power,solarNOps,count
environment,resource use efficiency (old),water use / irrigation efficiency (old),unknown,,,"WATER, IRRIGATION, RECLAIMED - WATER APPLIED, MEASURED IN ACRE FEET",,,Acre feet of irrigation from reclaimed water,waterIrrReclaimedAcreFt,Acre feet of irrigation from reclaimed water,waterIrrReclaimedAcreFt,acre feet
environment,resource use efficiency (old),water use / irrigation efficiency (old),unknown,,,"WATER, IRRIGATION, RECLAIMED, IN THE OPEN - ACRES IRRIGATED",,,Acres irrigated with reclaimed water in open areas,waterIrrReclaimedOpenAcres,Acres irrigated with reclaimed water in open areas,waterIrrReclaimedOpenAcres,acres
environment,resource use efficiency (old),water use / irrigation efficiency (old),unknown,,,"WATER, IRRIGATION, RECLAIMED, IN THE OPEN - OPERATIONS WITH AREA IRRIGATED",,,Operations irrigating with reclaimed water in open areas,waterIrrReclaimedOpenAreaNOps,Operations irrigating with reclaimed water in open areas,waterIrrReclaimedOpenAreaNOps,count
environment,resource use efficiency (old),water use / irrigation efficiency (old),unknown,,,"WATER, IRRIGATION, SOURCE = OFF FARM - EXPENSE, MEASURED IN $",,,Total expenses from water for irrigation sourced off-farm,waterIrrSrcOffFarmExp,Total expenses from water for irrigation sourced off-farm,waterIrrSrcOffFarmExp,usd
environment,resource use efficiency (old),water use / irrigation efficiency (old),unknown,,,"WATER, IRRIGATION, SOURCE = OFF FARM - EXPENSE, MEASURED IN $ / ACRE IRRIGATED",,,Expenses from water for irrigation sourced off-farm per acre,waterIrrSrcOffFarmExpPerAcre,Expenses from water for irrigation sourced off-farm per acre,waterIrrSrcOffFarmExpPerAcre,usd per acre
environment,resource use efficiency (old),water use / irrigation efficiency (old),unknown,,,"WATER, IRRIGATION, SOURCE = OFF FARM - EXPENSE, MEASURED IN $ / ACRE FOOT",,,Expenses from water for irrigation sourced off-farm per acre foot,waterIrrSrcOffFarmExpPerAcreFt,Expenses from water for irrigation sourced off-farm per acre foot,waterIrrSrcOffFarmExpPerAcreFt,acre feet
environment,resource use efficiency (old),water use / irrigation efficiency (old),unknown,,,"WATER, IRRIGATION, SOURCE = OFF FARM - OPERATIONS WITH EXPENSE",,,Operations with expenses from water for irrigation sourced off-farm,waterIrrSrcOffFarmNOpsWithExp,Operations with expenses from water for irrigation sourced off-farm,waterIrrSrcOffFarmNOpsWithExp,count
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"ENERGY, RENEWABLE, WIND RIGHTS, RENTED TO OTHERS - NUMBER OF OPERATIONS",ENERGY,,Operations with wind turbines rented to others,windRentedToOthersNOps,Operations with wind turbines rented to others,windRentedToOthersNOps,count
environment,resource use efficiency (old),energy efficiency (old),CENSUS,,,"ENERGY, RENEWABLE, WIND TURBINES - OPERATIONS WITH DEVICES",ENERGY,,Operations with wind turbines,windTurbinesNOps,Operations with wind turbines,windTurbinesNOps,count
